gene_id,d2vd0,d4vd2,d6vd4,d10vd6,d15vd10,d20vd15,d40vd20,d60vd40
ENSG00000000003,-0.04837422561093785,0.2930938294917202,0.24260745119011015,-0.8223785283861407,0.1326902888476942,-0.6069669915012142,-0.30208770915940003,0.019571231945086223
ENSG00000000005,-0.04385428958942735,-2.3856536924977494,-5.0,0.0,4.807354922057605,-1.1699250014423124,5.04074634234331,1.1507241893802678
ENSG00000000419,-0.19825581181324134,-0.4272055267601784,-0.03125425280979395,-0.58356926542129,0.0569985594919387,0.3955805937858535,-0.37530975529244165,0.032949357332693927
ENSG00000000457,1.1250360458447803,0.6401494219688839,-0.07897317411209291,-0.6743868583047817,0.32074990369008105,-0.3002858011303658,0.3443941534202628,0.09510858619930954
ENSG00000000460,-0.14795788138710136,-0.543118771014057,0.1363017785401816,-1.3976554210506074,-0.0768830899768981,0.6969309323639534,-1.0968615392525891,-0.4806258409064206
ENSG00000000971,0.0,-0.32192809488736246,0.0,2.2479275134435857,4.178337241258513,-0.43191131784324005,5.803206772583407,0.5084302551315341
ENSG00000001036,-0.28927028415474965,0.2574878906961135,-0.06473450638071623,-0.321043897049746,0.22923113077420723,0.1659396948789085,-0.483363880615246,0.1587327027328918
ENSG00000001084,-0.6560455987826388,-0.45324284969091,-0.0785832327281619,-0.7946196689435475,0.2941662083489821,0.09275454150913909,0.06250920147801085,0.24228200249242818
ENSG00000001167,0.05389682161702105,0.37324568708018996,-0.2675512206505,-0.11121569414385336,-0.041527345090267925,-0.5632079480806348,0.12096705408242554,-0.27812012718077334
ENSG00000001460,0.5470658929626275,-0.12602965306234062,-0.18043922318624847,0.2333341716183739,-0.559224939307548,-0.4178746585823731,0.5735577374489068,-0.05180790214967227
ENSG00000001461,-1.6099232451647478,1.9829040061766927,0.48132631742477333,0.6820017927727687,0.28826512189682435,-0.40182400330714313,0.30876117427493005,0.08605944129445077
ENSG00000001497,-0.03273247295166428,-0.06130692699817579,-0.322489892028764,-0.7327574384138206,-0.1773853422324699,0.1250908347902571,-0.26134095962841764,-0.1674790640818296
ENSG00000001561,-0.4936065516529538,-0.25873426840016817,0.8268510976834014,-0.5396884209567157,0.8712666858777972,0.43793790138892263,-0.4150374992788438,0.5374884827413849
ENSG00000001617,1.2053918243525978,-0.31377361660250364,-0.7882235744213238,-0.30502849449842095,-0.657042049869257,-2.0028825085331214,0.6672109124808708,0.37262935205092024
ENSG00000001626,-0.5849625007211563,0.6698513983076692,0.13750352374993502,1.603578178888503,-0.782901878333065,-2.0,1.831400396024255,-0.633461018412346
ENSG00000001629,-0.6455091453958959,0.2891510045627207,0.04102299467806,-0.04743905689600696,0.04120325509983003,-0.3402336603446759,0.44689376832897154,0.03319512962697217
ENSG00000001630,-1.2181838045135531,-0.7607778090820557,1.0191781016838646,-0.06192774914320178,-0.27917844742802506,0.5396494017700146,-0.716336404351391,-0.5315345132109648
ENSG00000001631,-0.15774431618755944,0.3419902143368471,-0.28296970052464676,-0.10177356703101571,-0.052743943933678795,-0.326654472048734,0.36721579371634283,-0.12322277469118571
ENSG00000002016,0.5755286835601684,0.2237438921995771,0.1936578509154645,0.07207570451928472,-0.44160483286736857,-0.4172191041719372,0.401437414904162,0.23836095189709441
ENSG00000002330,0.8839537843313595,0.15477484269510375,0.27635663270404087,0.40620803817422607,0.32874415228410137,-0.395119123695191,0.32098839319662226,-0.22523935462855874
ENSG00000002549,-0.2942056957565602,-0.13114758122412595,0.2683866571608579,-0.3312144398570979,0.0506719654257013,0.6791556875907164,-0.9017087385594502,0.07165603150650122
ENSG00000002586,1.2466350518657772,2.0737322807658174,0.490980169666516,-0.49560349582084384,-0.5511609081801461,-0.32098319388881463,0.44505332405725345,0.10095779134526907
ENSG00000002726,-2.0,0.9068905956085185,0.415037499278844,-0.6214883767462701,2.0809199953835673,-5.807354922057605,0.0,2.8073549220576037
ENSG00000002745,-2.925999418556223,2.0703893278913976,-0.8073549220576042,0.0,-1.0,3.0588936890535687,-5.672425341971495,0.0
ENSG00000002746,-2.019899557437705,-2.8479969065549504,-1.9068905956085185,3.2479275134435857,0.7062687969432897,-0.6322682154995126,0.6780719051126375,0.9886846867721658
ENSG00000002822,0.12559372681372286,-0.1415185118204397,0.06922691869092487,-1.1967000773035954,1.007477272924376,-0.7884205641511848,-0.35339843348645794,0.7103917952937322
ENSG00000002834,-0.16165795625240376,-0.2996978058131503,0.42453018828478917,-0.009561455899396656,-0.5519222389571486,0.3634267717163286,0.17824702540384477,-0.11601407284878802
ENSG00000002919,0.02193064006950241,-0.2298392762068218,-0.02946883816868817,-0.20064180677890847,0.10446926655602959,0.4526651973317603,-0.29101458586837164,0.2547122852820222
ENSG00000002933,-0.3325753390868709,-0.6674246609131291,2.6129768768907526,3.09884190338083,2.054807558348652,-0.6085364736148919,1.7115493353066038,0.5565021996775038
ENSG00000003056,-0.11783649029385813,0.022327212586358912,-0.09847128181953446,-0.6056828643746149,-0.02789642273253307,0.3152340762489249,-0.1981327035808266,0.1928283354899133
ENSG00000003096,-0.529939594091646,-0.41254794725314614,0.45187426745921544,-0.45519462575082664,-0.13219461236486962,3.051442414493371,0.4079892041439264,-0.6719907111108469
ENSG00000003137,-0.08746284125033943,-1.415037499278844,-1.0,2.0,2.2479275134435857,0.9615258521853645,0.40525647848625823,-1.914270125974116
ENSG00000003147,-1.6853199886155057,0.8163859064200447,-0.49975211120219554,0.5700342591937716,-0.03984598101678022,-1.0281872264712337,1.2223924213364477,-0.1636785185677266
ENSG00000003249,-0.5253906061876231,-0.7759251352765064,-2.1092452637084214,0.7530438021797803,0.5118031975003148,-0.513649256665688,0.07030136136346658,-0.5246619904533419
ENSG00000003393,-0.14632913434149275,-0.06328861798775748,0.4275630035847146,-0.42701014094491985,-0.18996275467885756,0.23619822086147843,0.4015919682138924,-0.5664403451425748
ENSG00000003400,0.7334425276025089,-0.0070720486755016555,-0.4840096413579632,-0.845025340023659,0.720845928802929,-2.106499621300679,1.2842084289382036,-0.40551472516033726
ENSG00000003402,1.7980520200844945,-0.6007033497243204,0.37499542594678115,0.13564607244290924,-0.23926121314139953,0.6986345657888708,-0.16422608984357595,-0.20809918954642304
ENSG00000003436,0.5010400171760653,1.7630278907524024,2.315715947528421,-0.02466716552503081,0.1610518141480459,-1.7011816197235472,-0.03102689562062438,0.048461488956645024
ENSG00000003509,-0.40805827178192444,-0.3420416755729646,0.05395473450100674,-0.5628348423913342,0.177226105288313,0.14140439949847458,-0.5188240370503499,-0.07773974994956982
ENSG00000003756,0.40351223600871133,0.8657216685771287,0.09387095576139566,-0.05806220137620059,-0.30035978037806016,-0.6056568707369232,0.6617623806945193,-0.18887998930166283
ENSG00000003987,-1.3614564590739997,0.47873217459623335,-1.0838725572550199,1.2033997059934007,-0.520256811333341,-0.49304001128011676,0.7738921631645634,0.09571119957976157
ENSG00000003989,-1.1038358109845399,3.3645956605466214,-0.14092209620715807,0.6910115325049917,-1.6933184096720044,-0.5126688180290494,-1.1781831524446211,0.2819579653934716
ENSG00000004059,0.694552022045367,0.1509212623509291,-0.3376346382506017,-0.07097879303010371,-0.4265147306418766,-0.4216794135975542,0.5281001637654797,-0.25749150549862776
ENSG00000004139,-0.12588444048310155,-1.9664474402889736,2.305249353740732,0.3964653932424222,-0.09209019202772886,-0.5095362305489158,0.7001421632177132,0.3247820919425154
ENSG00000004142,0.022569466621181575,-0.19172359172087328,0.24244127901794874,-0.018068493553259887,-0.1947670007265802,0.47207832095125973,-0.37200479838594586,-0.16678330196616206
ENSG00000004399,1.0977068727471424,0.6434334069768894,-0.48210939094354904,0.484772135439277,-0.2316992805528299,-0.9259994185562229,0.7668769132110025,0.07042765717422514
ENSG00000004455,-0.35766127900108513,0.09979700767732218,0.00026128679613019216,-0.06260512969339475,0.03849927852840696,0.26820559896236357,-0.40404966976887474,-0.1316337801973151
ENSG00000004478,-0.8092502957143545,-0.7981737410117157,-0.35530525541718294,0.2162618302098921,-0.11344842029305452,0.4249156864897081,-0.8372818808693294,-0.6791703574619682
ENSG00000004487,-0.3098198815926399,-0.015762393857505032,-0.1467799350471108,-0.4686602714842354,-0.10576299377735497,-0.36712026186092545,-0.1844158182211989,-0.40739897807923847
ENSG00000004534,0.13487661362977207,0.28563770097964064,-0.25534284313773453,-0.1882933569260058,-0.5441530822259562,-0.28084058643761667,0.3733272473940066,0.05261462616342189
ENSG00000004660,-0.21770072601172588,0.14048122354983045,-0.7925579201295238,0.5324950808270208,0.15733653774809056,-0.22416804622629952,1.3587648630677338,0.2771095910455165
ENSG00000004700,-0.09662331148404674,-0.7722864706770273,0.663277687372202,-0.8026729160454598,0.0005948031586580196,0.3368367468044467,-0.5939365698524184,0.36035735649559586
ENSG00000004766,-0.5805302544058957,0.5536469602549481,0.5693000999060187,-0.06866319081704773,0.12152969146085255,0.061359734654921984,0.0988471707308545,0.1282308508298563
ENSG00000004776,0.0,2.0931094043914813,0.7813597135246596,1.7422022425323531,1.2594362528634009,-0.8434189946057207,2.8450556312428277,1.4877033386011027
ENSG00000004777,-0.41135996723173773,0.7123693964087532,0.09036082536055268,-0.24346022955227425,-0.08522127750755222,-0.5448053742491735,0.022961148443311267,0.4712559270382041
ENSG00000004779,-0.2871769828290461,-0.22369018961295858,0.1474913284681301,-0.1063298875645873,0.17245457504989395,0.26377254606012335,-0.6015191352159474,-0.21909450349219922
ENSG00000004799,3.0,2.357552004618084,0.0687127500840143,2.1957870647542785,-0.4174806752071725,-3.6196086435280477,3.727920454563199,0.5104842847618798
ENSG00000004838,4.070389327891398,-1.0347654181606767,-0.49957100949051164,-0.27301849440641596,0.058893689053568614,1.0565835283663676,0.8694158901898557,-0.04629365227393478
ENSG00000004864,0.18668489671986715,-1.1111648890788897,0.11370049916472831,-0.7014067278313115,-0.1117599988380491,0.48689869202150016,-1.0355403261125589,-0.06590715164840666
ENSG00000004866,-0.9146744018037313,0.09074349890957999,1.9987309528216564,-0.2736534368537906,0.04581967683660996,0.03185968698526565,-0.20321024590573436,-0.07444125600024158
ENSG00000004897,0.09024688816093793,0.03994977958257583,0.5253543886390583,-0.2366215509542729,-0.2022169931642062,0.5369597476198361,-0.5144874078836289,-0.11102445141330516
ENSG00000004948,3.629642330555024,-4.407249909218576,-3.087462841250339,-1.0,-3.0,2.584962500721156,0.0,-1.3219280948873624
ENSG00000004961,-0.29627153545383533,-0.2308551367635564,0.2614461591866018,-0.5860980340665871,0.46211416758032153,1.0725670700389085,-0.9622689508385853,-0.19827644801854702
ENSG00000004975,0.7499216546655303,0.2545682008017864,-0.513330557582062,0.06908033799984276,-0.06007519017159885,-0.41092885043076416,0.6493162497754236,-0.07851344686303817
ENSG00000005001,0.9417548589640465,-0.3192289452864069,-2.6970728670426936,1.021695071099319,-1.818161677014187,2.0919224894410395,-6.357552004618084,0.0
ENSG00000005007,-0.04828171777480201,0.12306262649310933,-0.29576471260599524,-0.2101879776514182,-0.10975143361285551,0.22960709154336584,-0.0442554053502807,0.06508890876744625
ENSG00000005020,-0.09331021099503321,-0.5437850940462455,0.5597619465960136,0.6080797403458097,-0.7692923104515487,0.024662054234269343,-0.7831073758109269,0.35989594508638295
ENSG00000005022,-0.4448437591186437,0.07080169249423349,-0.1385950889870558,-0.01878121109004532,0.23977136070314994,0.22195966986544816,-0.859944759859398,-0.4091528046019578
ENSG00000005059,-0.8422945471907667,-0.7861695921669759,0.8175337630763112,-1.0497739703691062,-0.8191371520727996,0.9802517747392132,-1.0471584333693278,-0.1139561892970858
ENSG00000005075,0.5452931646592603,-0.16625772615047565,-0.23285331382123078,-0.28528908849238915,-0.05898560680332974,0.3536569372323938,-0.2106903116543395,-0.04309394890502522
ENSG00000005100,-0.7680317922465728,-0.47346945203757984,-0.5164063306887127,-0.6694762446565757,-0.2151170905332727,0.26246986071178324,-0.02419969487133033,-0.04372137742931805
ENSG00000005102,-1.0,2.5025003405291835,1.8432744963125467,2.2738338066863175,-1.575214524169594,0.04306872189188593,0.23446525363702297,-1.1789701410453193
ENSG00000005108,2.343144580797058,-0.8312455422656254,2.1844245711374275,-0.6830267870554024,0.3866337842751777,-0.5549052668649763,-0.1000669551039223,-0.5809826498086109
ENSG00000005156,-0.36407272006581476,0.16716197315967088,-0.43900716539560325,-0.7847028459140549,-0.3350209478383182,0.05984779860720283,-0.0691894421949639,-0.07823032051476175
ENSG00000005175,-0.7554662661522265,-0.4312106137699679,0.9259753055195459,-0.9305640340728405,0.26004388646090165,0.4167635553661558,-1.08893705216971,0.14199989316464967
ENSG00000005187,0.5047202133181229,1.8603654639853684,-0.7978562625073575,-0.8638874727012797,1.1264969941141294,-2.0763508861301148,-0.3651325934525301,0.32883646422954
ENSG00000005189,0.7029407792255353,0.416702467773954,-0.3968485529653209,0.4166797248868899,-0.07322333708221605,1.2116218329705846,0.15367967125243365,-0.8721251774478418
ENSG00000005194,-0.1776679768383972,-0.03389350832605859,0.3237363788825208,-0.4723070676591209,0.041153680699455714,0.3443733191688244,-0.6502415631600875,-0.2134076988303445
ENSG00000005206,0.5740367029259438,0.6483557184105042,-0.24747038258471762,-0.07995461051903112,-0.3219280948873623,-0.8648566398081599,0.3478584092367776,0.2741749634389941
ENSG00000005238,1.0572932250475096,0.29326433663521884,0.801829994133921,-0.18191061704299166,0.27566856945208795,0.04531730593456548,-0.5147527130005941,-0.31699886336447736
ENSG00000005243,1.222392421336448,0.939879007562429,2.4870702999595773,1.3986909675633474,0.7011184361925226,-0.4725835711268372,1.8605455698799038,0.3780234841724736
ENSG00000005249,-1.9261151628734172,-0.3575520046180836,1.2969162068792892,0.5986590755013953,0.178566180371821,-0.6095957124185658,-0.21899304407825737,0.11199929836240155
ENSG00000005302,0.3029646909147673,0.1965579498145203,0.32906427616899103,-0.41801827521708373,0.5734787972634566,-0.09317624379203034,-0.352597581013327,-0.20194114082359094
ENSG00000005339,-0.19665992083356162,0.02036561948048809,0.3779104782104078,-0.39548198117990063,-0.19763837433043815,0.3706100332184141,0.31994591682300877,0.15144098084279292
ENSG00000005379,1.0851035683764174,1.7721863153411055,-0.4554622416562896,0.6075344611424582,-0.9552854304478985,-1.9478772689238675,2.347757084739221,-0.2896082047062678
ENSG00000005436,-0.10931669434349986,-0.11828401799570921,0.21349494503247862,-0.1344355487343451,-0.31782799403828815,-0.09922786577486123,0.044324168812201734,0.08687018289624839
ENSG00000005448,0.26491428313155896,0.6297528353263152,-0.9235018625259565,-0.5992568360406653,0.43970824924022084,-1.317773190732742,0.21996568394190769,-0.3898906853842203
ENSG00000005469,-0.2002986504858312,0.693338661765948,-0.011434895062283434,0.08543547650606055,0.6299394094395401,-0.08150278474349804,0.1740293997750489,0.35989594508638295
ENSG00000005471,1.1416611492235909,-0.8335388538612589,0.8126298640982783,1.2148508723238287,0.2184985052319567,-0.10931669434349986,-0.4390711914785024,-0.42075115047323747
ENSG00000005483,0.6061247040594644,0.2389772996218311,0.4017291773764449,-0.2025272047866286,-0.0720850670715798,-0.46413010492074896,0.5220834235362134,0.12179368228900617
