gene_id,rep2_d_13,rep2_d_20,rep2_d_30
ENSG00000221978.12,1940,3502,2264
ENSG00000224870.7,299,299,304
ENSG00000242485.6,1270,605,1272
ENSG00000272455.1,63,61,23
ENSG00000235098.8,4,2,17
ENSG00000205116.3,6,2,0
ENSG00000225285.1,23,6,33
ENSG00000179403.12,470,317,650
ENSG00000215915.10,4,2,9
ENSG00000160072.20,847,502,843
ENSG00000284740.1,6,6,8
ENSG00000197785.14,1229,603,1555
ENSG00000205090.9,39,96,97
ENSG00000160075.12,1980,1546,2774
ENSG00000215014.5,27,48,33
ENSG00000274481.1,1,0,0
ENSG00000228594.4,136,377,522
ENSG00000286989.1,2,11,13
ENSG00000272106.1,141,256,171
ENSG00000197530.12,811,979,1917
ENSG00000189409.14,11,142,138
ENSG00000248333.8,934,629,1232
ENSG00000272004.1,2,2,0
ENSG00000189339.12,809,1729,2118
ENSG00000269737.2,14,39,33
ENSG00000215914.4,4,59,7
ENSG00000008128.23,17,18,23
ENSG00000268575.1,17,25,30
ENSG00000227775.3,3,12,5
ENSG00000215790.7,85,257,163
ENSG00000008130.15,764,1039,1170
ENSG00000078369.18,8435,8269,13714
ENSG00000231050.1,14,11,16
ENSG00000169885.10,0,9,2
ENSG00000178821.13,26,4,14
ENSG00000142609.18,2,1,4
ENSG00000187730.9,1,0,0
ENSG00000226969.1,1,1,1
ENSG00000067606.17,275,306,607
ENSG00000271806.1,2,4,6
ENSG00000182873.5,39,41,95
ENSG00000162585.17,903,972,1314
ENSG00000234396.3,1,1,0
ENSG00000157933.10,1491,3063,4002
ENSG00000287356.1,27,54,63
ENSG00000116151.14,80,82,206
ENSG00000272161.1,1,1,0
ENSG00000269896.2,23,14,38
ENSG00000272420.1,3,16,7
ENSG00000157916.20,1270,1175,1693
ENSG00000157911.11,328,248,441
ENSG00000149527.18,10,66,57
ENSG00000224387.1,2,2,0
ENSG00000229393.1,0,2,0
ENSG00000157881.16,581,484,897
ENSG00000197921.6,28,0,0
ENSG00000272449.2,24,9,5
ENSG00000238164.6,1,1,0
ENSG00000157870.17,554,419,859
ENSG00000142606.16,0,5,1
ENSG00000215912.12,6,37,13
ENSG00000287396.1,1,0,0
ENSG00000177133.11,28,39,327
ENSG00000142611.17,125,79,1072
ENSG00000226286.1,1,0,7
ENSG00000279839.1,1,0,3
ENSG00000272235.1,1,2,41
ENSG00000287828.1,9,5,67
ENSG00000286518.1,1,0,10
ENSG00000130762.15,258,105,87
ENSG00000272088.1,0,4,2
ENSG00000162591.16,870,6204,3106
ENSG00000238260.1,4,3,0
ENSG00000158109.15,499,736,848
ENSG00000116213.16,228,190,214
ENSG00000078900.15,9,3,7
ENSG00000227589.1,1,0,0
ENSG00000227372.12,649,887,956
ENSG00000162592.10,5,8,39
ENSG00000235169.10,42,33,82
ENSG00000130764.10,1389,1239,1967
ENSG00000266075.2,1,3,4
ENSG00000272153.1,6,16,22
ENSG00000116198.14,470,492,883
ENSG00000169598.17,126,91,82
ENSG00000198912.11,271,313,327
ENSG00000236423.6,8,3,3
ENSG00000233304.7,1,0,0
ENSG00000284668.2,2,0,0
ENSG00000232596.3,1,0,0
ENSG00000196581.11,37,7,12
ENSG00000284674.1,1,0,0
ENSG00000264341.1,0,2,0
ENSG00000131697.18,179,218,231
ENSG00000069424.15,62,108,112
ENSG00000116254.18,9,27,30
ENSG00000285629.1,1,0,0
ENSG00000116251.11,2620,1813,1835
ENSG00000226944.1,1,19,9
ENSG00000158286.13,660,2883,1571
ENSG00000116237.16,2211,1669,3028
ENSG00000225077.3,14,4,9
ENSG00000158292.7,107,226,535
ENSG00000097021.19,1416,779,1593
ENSG00000069812.11,8,0,9
ENSG00000187017.17,6,0,1
ENSG00000265392.1,1,0,0
ENSG00000215788.11,49,81,172
ENSG00000171680.23,353,372,774
ENSG00000162408.11,533,418,939
ENSG00000253022.1,0,0,1
ENSG00000229519.2,0,3,3
ENSG00000173662.21,5,1,1
ENSG00000204859.13,171,221,322
ENSG00000162413.16,2136,2107,4470
ENSG00000116273.6,789,887,1249
ENSG00000041988.15,175,148,183
ENSG00000007923.16,798,700,1273
ENSG00000284744.1,4,0,1
ENSG00000237436.1,11,15,3
ENSG00000171735.19,858,526,1096
ENSG00000237402.1,3,5,0
ENSG00000270171.1,1,0,1
ENSG00000270035.1,2,0,0
ENSG00000269978.1,2,0,2
ENSG00000049245.13,1637,2022,2210
ENSG00000269925.1,7,13,14
ENSG00000049246.14,28,102,73
ENSG00000236266.1,0,0,1
ENSG00000049247.14,3,0,0
ENSG00000049249.9,66,141,59
ENSG00000116288.13,3429,1875,4458
ENSG00000200344.1,0,1,1
ENSG00000284747.1,6,2,10
ENSG00000284716.1,1,0,0
ENSG00000116285.13,1880,745,1914
ENSG00000238290.1,0,1,0
ENSG00000227634.3,0,0,1
ENSG00000162426.15,7,95,64
ENSG00000252254.1,0,1,0
ENSG00000142599.19,3177,5252,6738
ENSG00000232912.6,1,2,0
ENSG00000221083.1,1,0,0
ENSG00000224315.2,0,0,3
ENSG00000226545.1,4,1,0
ENSG00000074800.16,25329,9975,28982
ENSG00000230679.1,1,6,1
ENSG00000238249.2,2,0,0
ENSG00000131686.15,2,0,0
ENSG00000142583.18,8,8,25
ENSG00000180758.12,100,102,252
ENSG00000228526.7,69,357,85
ENSG00000234546.4,12,44,19
ENSG00000049239.13,723,2403,2377
ENSG00000171621.14,379,856,1316
ENSG00000284652.1,0,2,3
ENSG00000284693.1,12,11,26
ENSG00000171612.7,454,208,344
ENSG00000231181.1,3,9,2
ENSG00000188807.13,478,418,733
ENSG00000171608.16,158,222,231
ENSG00000233268.3,1,0,0
ENSG00000231789.2,30,11,37
ENSG00000171603.18,2186,3820,4815
ENSG00000280113.2,3,1,0
ENSG00000178585.15,1117,952,1195
ENSG00000285701.1,0,3,3
ENSG00000162441.12,755,544,1199
ENSG00000228150.1,3,10,11
ENSG00000173614.14,188,181,371
ENSG00000202415.1,2,1,10
ENSG00000283611.2,2,5,3
ENSG00000162444.12,63,17,24
ENSG00000130939.20,1431,1231,2545
ENSG00000233623.2,0,1,2
ENSG00000201746.1,0,0,3
ENSG00000054523.18,2179,2591,5187
ENSG00000199562.1,1,0,0
ENSG00000284735.1,17,9,11
ENSG00000284642.1,16,10,8
ENSG00000142657.21,3867,1993,4748
ENSG00000251503.8,0,3,5
ENSG00000175279.22,39,13,21
ENSG00000241563.4,2,6,9
ENSG00000160049.12,1140,888,1949
ENSG00000142655.13,567,550,751
ENSG00000287727.1,5,7,5
ENSG00000243267.3,1,2,1
ENSG00000130940.15,750,925,2800
ENSG00000272078.1,16,30,44
ENSG00000175262.14,1,8,4
ENSG00000215785.2,3,0,0
ENSG00000120948.18,2062,1267,2078
ENSG00000009724.17,22,87,57
ENSG00000271895.2,24,38,29
ENSG00000116649.10,1622,1052,1584
ENSG00000171824.14,996,567,836
ENSG00000226849.1,0,2,1
ENSG00000230337.1,4,1,1
ENSG00000198793.13,1395,1337,2999
ENSG00000171819.5,23,14,17
ENSG00000207451.1,0,1,0
ENSG00000120942.14,430,331,511
ENSG00000238199.1,1,0,0
ENSG00000224338.2,3,0,0
ENSG00000204624.8,50,13,16
ENSG00000284708.1,2,4,0
ENSG00000116661.11,168,649,574
ENSG00000132879.14,274,388,434
ENSG00000116663.11,49,42,112
ENSG00000116670.15,621,378,737
ENSG00000162490.7,45,2,57
ENSG00000177674.16,413,282,407
ENSG00000177000.13,542,1018,1106
ENSG00000011021.23,678,751,1010
ENSG00000175206.10,31395,17801,15180
ENSG00000120937.9,43683,9786,13295
ENSG00000224904.1,0,0,2
ENSG00000285646.2,13,9,15
ENSG00000201801.1,0,0,2
ENSG00000116685.16,1348,1414,2618
ENSG00000083444.17,2806,5533,10249
ENSG00000287384.1,1,2,6
ENSG00000116688.18,4513,3585,9984
ENSG00000116691.11,403,248,783
ENSG00000202461.1,0,3,9
ENSG00000120949.15,8,7,0
ENSG00000201135.1,2,0,0
ENSG00000028137.19,367,16,5
ENSG00000048707.15,549,1114,1984
ENSG00000239149.1,5,0,0
ENSG00000162496.9,298,1990,1955
ENSG00000221340.1,2,6,12
ENSG00000276830.1,0,2,3
ENSG00000272482.1,3,63,80
ENSG00000157330.10,3,0,0
ENSG00000179172.10,1,0,0
ENSG00000182330.10,0,1,0
ENSG00000204479.4,1,0,0
ENSG00000162494.6,3,0,3
ENSG00000215909.3,2,0,0
ENSG00000162493.16,500,1459,1372
ENSG00000237445.2,0,1,0
ENSG00000253085.1,0,0,1
ENSG00000116731.22,813,1127,1600
ENSG00000189337.17,361,710,607
ENSG00000231606.2,0,0,1
ENSG00000287756.1,1,0,0
ENSG00000175147.13,33,68,87
ENSG00000171729.14,299,299,540
ENSG00000204464.7,4,0,1
ENSG00000215720.4,0,0,1
ENSG00000278480.1,0,0,3
ENSG00000142621.19,8,12,16
ENSG00000233485.1,1,0,0
ENSG00000228140.2,3,0,0
ENSG00000142634.13,606,335,470
ENSG00000162438.12,1,0,2
ENSG00000215704.10,0,2,3
ENSG00000132906.18,343,280,491
ENSG00000116138.13,278,476,813
ENSG00000116771.6,41,6,25
ENSG00000237301.1,11,0,1
ENSG00000235084.3,4,4,11
ENSG00000197312.12,729,570,769
ENSG00000271742.1,2,1,0
ENSG00000116786.13,1625,1903,3226
ENSG00000237938.5,3,8,16
ENSG00000162461.8,19,42,21
ENSG00000224459.1,0,0,2
ENSG00000162460.7,2,0,0
ENSG00000162458.13,2216,3805,5733
ENSG00000224321.1,8,0,3
ENSG00000233954.6,135,56,135
ENSG00000178715.8,0,3,0
ENSG00000179743.4,168,171,183
ENSG00000065526.12,952,1506,2406
ENSG00000116809.12,472,424,689
ENSG00000183888.4,2,0,0
ENSG00000173641.17,14880,20395,48511
ENSG00000186510.12,46,37,38
ENSG00000232456.1,2,5,8
ENSG00000184908.18,157,70,230
ENSG00000185519.9,22,30,38
ENSG00000142627.13,3062,3068,4255
ENSG00000227959.1,10,11,9
ENSG00000224621.1,2,0,0
ENSG00000142632.17,82,104,66
ENSG00000237276.8,6,0,9
ENSG00000288398.1,107,75,203
ENSG00000132881.12,77,67,235
ENSG00000233929.1,0,2,0
ENSG00000037637.11,482,648,819
ENSG00000055070.17,2747,2375,4685
ENSG00000226457.1,1,1,0
ENSG00000187144.11,1,3,0
ENSG00000157191.20,792,930,768
ENSG00000226029.1,6,22,19
ENSG00000080947.15,67,167,151
ENSG00000206652.1,3,0,0
ENSG00000261135.1,3,2,0
ENSG00000285853.1,0,0,1
ENSG00000233421.4,3,2,8
ENSG00000219481.10,242,334,689
ENSG00000271732.1,0,2,0
ENSG00000215908.10,236,233,198
ENSG00000186301.8,10,31,3
ENSG00000280114.1,1,0,0
ENSG00000236698.1,133,100,197
ENSG00000268869.6,1,2,5
ENSG00000282740.1,2,0,0
ENSG00000058453.17,315,539,598
ENSG00000227684.2,1,0,1
ENSG00000186715.11,4,13,10
ENSG00000228549.4,9,2,34
ENSG00000238142.2,30,12,9
ENSG00000272426.1,4,0,1
ENSG00000117122.14,462,2318,2406
ENSG00000286898.1,0,1,0
ENSG00000226526.1,0,5,0
ENSG00000159363.19,788,1248,1578
ENSG00000117118.10,1115,597,1202
ENSG00000117115.13,20,459,70
ENSG00000204362.6,3,4,0
ENSG00000282843.1,0,1,0
ENSG00000142623.11,9,23,11
ENSG00000142619.4,6,0,1
ENSG00000179051.14,2579,2637,2786
ENSG00000074964.17,656,743,1455
ENSG00000117148.8,1,0,0
ENSG00000117154.12,7,0,1
ENSG00000280222.1,2,0,0
ENSG00000225387.1,0,0,1
ENSG00000179023.8,14,16,4
ENSG00000225478.2,1,0,0
ENSG00000009709.12,8,0,4
ENSG00000179002.5,2,0,0
ENSG00000159423.17,1627,692,1736
ENSG00000169991.11,772,615,1031
ENSG00000272084.1,8,23,18
ENSG00000127481.15,2952,5979,11244
ENSG00000230424.1,16,5,19
ENSG00000127463.15,1458,1550,2378
ENSG00000053372.5,1317,424,809
ENSG00000286064.1,17,9,10
ENSG00000211454.15,4,16,4
ENSG00000162482.5,9,26,11
ENSG00000270728.1,20,62,34
ENSG00000053371.12,695,531,872
ENSG00000200403.1,1,3,6
ENSG00000040487.13,335,384,508
ENSG00000077549.19,4278,3133,6896
ENSG00000173436.15,165,83,174
ENSG00000235185.1,1,0,2
ENSG00000158747.15,252,272,475
ENSG00000226396.1,9,3,15
ENSG00000158748.4,0,0,2
ENSG00000162542.13,26,10,42
ENSG00000169914.6,285,476,550
ENSG00000188784.4,1,0,0
ENSG00000242688.3,1,0,0
ENSG00000188257.11,0,5,0
ENSG00000127472.11,2,2,0
ENSG00000117215.15,1,0,0
ENSG00000227066.2,3,0,0
ENSG00000187980.6,2,0,0
ENSG00000225986.1,2,2,1
ENSG00000162543.6,7,22,29
ENSG00000236963.7,1,0,0
ENSG00000162545.6,127,417,104
ENSG00000090432.7,643,653,1095
ENSG00000183114.8,3,18,38
ENSG00000158825.6,3,4,0
ENSG00000158828.8,388,592,1020
ENSG00000117242.7,79,130,137
ENSG00000244038.11,4232,4842,4808
ENSG00000117245.12,64,12,30
ENSG00000235432.1,2,0,0
ENSG00000189410.12,100,10,20
ENSG00000233069.1,1,0,0
ENSG00000127483.19,2304,3095,3230
ENSG00000075151.20,1991,2729,4325
ENSG00000233072.1,0,0,1
ENSG00000287192.1,2,0,2
ENSG00000117298.16,4658,5952,9222
ENSG00000236936.1,0,4,1
ENSG00000231105.2,0,3,2
ENSG00000227001.3,4,7,11
ENSG00000187952.9,1,7,7
ENSG00000186543.7,1,0,0
ENSG00000142794.18,128,224,333
ENSG00000162551.14,218,33,61
ENSG00000076864.19,86,164,196
ENSG00000090686.16,1183,1483,2386
ENSG00000187942.12,3,23,14
ENSG00000142798.20,15169,26038,36167
ENSG00000232037.3,0,1,0
ENSG00000219073.8,3,0,0
ENSG00000278124.1,1,0,0
ENSG00000228397.3,4,3,0
ENSG00000218510.8,17,25,30
ENSG00000070831.17,5691,4754,9538
ENSG00000285752.1,10,11,7
ENSG00000230068.2,0,1,0
ENSG00000162552.15,12,69,21
ENSG00000285873.1,3,0,0
ENSG00000279625.1,0,0,1
ENSG00000184677.18,418,693,826
ENSG00000237200.1,0,4,0
ENSG00000070886.12,2,1,1
ENSG00000133216.16,1219,2696,2611
ENSG00000225952.1,0,1,0
ENSG00000227868.6,2,4,0
ENSG00000004487.17,2813,2548,3921
ENSG00000240553.1,2,0,0
ENSG00000169641.13,1551,2019,3246
ENSG00000179546.4,5,2,20
ENSG00000261326.4,80,181,17
ENSG00000284726.1,3,12,5
ENSG00000125944.21,4798,2555,4522
ENSG00000125945.15,418,863,1226
ENSG00000249087.7,73,76,30
ENSG00000271420.1,3,1,2
ENSG00000204219.11,326,311,580
ENSG00000088280.19,836,949,1515
ENSG00000007968.7,82,75,238
ENSG00000235052.1,4,1,0
ENSG00000117318.9,3094,638,1540
ENSG00000285802.1,2,3,0
ENSG00000142676.14,12565,6647,13875
ENSG00000236810.6,25,21,21
ENSG00000011007.12,1086,870,1392
ENSG00000057757.10,761,623,758
ENSG00000011009.11,1383,953,1285
ENSG00000117308.15,927,406,831
ENSG00000117305.15,333,390,347
ENSG00000179163.12,159,406,354
ENSG00000188822.8,5,0,0
ENSG00000230228.2,0,0,1
ENSG00000189266.13,1684,1193,1529
ENSG00000188529.15,2599,1977,3022
ENSG00000225315.2,1,0,1
ENSG00000142661.19,3,6,10
ENSG00000142677.4,3,1,5
ENSG00000185436.12,81,135,300
ENSG00000158055.16,11,17,0
ENSG00000001460.18,111,46,173
ENSG00000001461.17,263,865,1091
ENSG00000286061.1,1,0,0
ENSG00000117602.12,121,180,284
ENSG00000184454.7,5,0,0
ENSG00000227312.2,1,0,0
ENSG00000133226.17,1947,2389,2270
ENSG00000284699.1,1,0,0
ENSG00000169504.15,7601,10678,17907
ENSG00000020633.19,7,3,7
ENSG00000117614.10,744,474,737
ENSG00000284602.1,21,9,6
ENSG00000284657.1,10,2,2
ENSG00000117616.18,638,1904,386
ENSG00000272432.1,2,4,5
ENSG00000261349.1,4,12,2
ENSG00000187010.21,10,16,5
ENSG00000224183.1,18,5,24
ENSG00000259984.1,0,1,3
ENSG00000183726.11,2040,1623,2512
ENSG00000188672.19,13,22,5
ENSG00000238084.4,1,2,6
ENSG00000204178.11,540,749,984
ENSG00000157978.12,253,427,517
ENSG00000225643.1,2,3,2
ENSG00000117643.14,294,1511,2959
ENSG00000233478.1,0,0,1
ENSG00000162430.17,2329,2992,6634
ENSG00000228172.5,5,11,26
ENSG00000117640.18,979,1147,1348
ENSG00000127423.11,109,50,86
ENSG00000236528.1,1,2,0
ENSG00000182749.6,134,146,357
ENSG00000117632.23,7691,4775,7547
ENSG00000223624.1,0,1,0
ENSG00000158006.14,191,214,454
ENSG00000207237.1,0,1,0
ENSG00000252691.1,0,1,0
ENSG00000158008.10,114,967,1465
ENSG00000158014.15,15,18,94
ENSG00000284309.1,2,0,0
ENSG00000158022.7,462,1056,2279
ENSG00000175087.10,132,175,160
ENSG00000197245.6,136,186,254
ENSG00000236782.7,11,11,11
ENSG00000142675.18,130,90,112
ENSG00000188782.9,1,3,0
ENSG00000236155.6,8,4,11
ENSG00000130695.15,517,363,557
ENSG00000270733.1,0,0,4
ENSG00000142669.15,1251,1027,1245
ENSG00000158062.20,276,173,206
ENSG00000169442.9,2,0,0
ENSG00000176092.15,55,1,1
ENSG00000131914.11,3723,10,27
ENSG00000117682.17,610,889,1083
ENSG00000223583.1,0,2,5
ENSG00000225891.2,1,2,3
ENSG00000198830.11,5177,2644,5479
ENSG00000117676.14,464,216,361
ENSG00000260063.1,24,45,23
ENSG00000117713.20,2840,3952,8204
ENSG00000060642.11,56,129,139
ENSG00000204160.12,660,618,671
ENSG00000175793.12,40,1,86
ENSG00000142751.15,583,637,882
ENSG00000198746.13,223,169,286
ENSG00000090273.14,2894,1090,3142
ENSG00000131910.5,0,2,1
ENSG00000175707.9,13,2,4
ENSG00000224064.1,1,0,0
ENSG00000253368.4,575,579,932
ENSG00000158246.8,521,183,555
ENSG00000090020.11,617,742,1333
ENSG00000214973.3,7,12,7
ENSG00000225159.1,3,0,1
ENSG00000142784.16,958,1284,2064
ENSG00000243659.1,0,0,1
ENSG00000186501.14,603,604,624
ENSG00000206888.1,1,1,1
ENSG00000241547.1,1,5,7
ENSG00000142765.18,108,61,117
ENSG00000142733.17,222,254,543
ENSG00000142748.13,65,0,0
ENSG00000174950.11,4,0,0
ENSG00000231207.1,1,0,0
ENSG00000181773.7,96,22,37
ENSG00000158195.11,2239,2380,3312
ENSG00000237429.1,6,4,5
ENSG00000126705.15,785,1806,2579
ENSG00000000938.13,2,0,0
ENSG00000235912.1,26,36,43
ENSG00000126709.15,112,185,668
ENSG00000225886.3,0,0,1
ENSG00000206767.1,1,0,0
ENSG00000009780.16,102,102,241
ENSG00000231344.1,1,0,0
ENSG00000117758.14,565,906,968
ENSG00000269971.1,1,0,0
ENSG00000270031.1,1,5,0
ENSG00000286433.1,1,3,0
ENSG00000117751.18,1040,670,1001
ENSG00000130775.16,14,2,11
ENSG00000117748.10,849,346,778
ENSG00000130768.15,51,158,103
ENSG00000158156.9,239,207,262
ENSG00000158161.16,338,429,857
ENSG00000240750.3,3,1,3
ENSG00000228589.3,58,41,66
ENSG00000169403.12,5,0,1
ENSG00000126698.11,2190,1320,2006
ENSG00000130770.18,1637,1222,2577
ENSG00000270605.1,13,48,5
ENSG00000130766.5,707,1324,855
ENSG00000130772.14,283,229,390
ENSG00000204138.13,1006,1228,1626
ENSG00000229820.2,2,0,0
ENSG00000180198.16,922,251,672
ENSG00000242125.3,678,285,255
ENSG00000200087.1,7,0,3
ENSG00000231468.2,3,3,2
ENSG00000279443.1,21,7,22
ENSG00000180098.9,384,223,296
ENSG00000197989.14,258,160,70
ENSG00000221539.1,2,1,1
ENSG00000120656.12,338,232,445
ENSG00000188060.7,39,68,85
ENSG00000229388.1,4,3,3
ENSG00000162419.12,265,301,474
ENSG00000198492.16,1817,1502,2048
ENSG00000116329.11,24,6,21
ENSG00000159023.21,813,630,775
ENSG00000225616.2,0,0,5
ENSG00000253304.2,371,454,219
ENSG00000225750.1,1,0,0
ENSG00000116350.17,1581,1359,1657
ENSG00000116353.16,428,313,390
ENSG00000237934.1,4,1,4
ENSG00000060656.20,330,2151,1098
ENSG00000270927.1,2,0,0
ENSG00000162510.6,6,29,8
ENSG00000186056.10,5,49,13
ENSG00000287510.1,0,1,0
ENSG00000162511.8,102,6,10
ENSG00000223382.5,11,12,27
ENSG00000162512.16,2880,5204,6435
ENSG00000134644.16,1703,2696,3664
ENSG00000232768.1,0,1,0
ENSG00000084628.10,149,54,157
ENSG00000060688.13,733,367,578
ENSG00000229447.2,0,7,8
ENSG00000121766.16,572,399,699
ENSG00000229044.1,1,1,1
ENSG00000121769.8,2139,1945,12164
ENSG00000168528.12,202,378,513
ENSG00000284543.1,2,7,0
ENSG00000229167.2,2,13,1
ENSG00000142910.16,228,3225,1520
ENSG00000121764.11,2,9,9
ENSG00000162517.13,1084,829,1038
ENSG00000235790.7,6,19,31
ENSG00000264078.1,0,2,2
ENSG00000084636.18,528,2850,2409
ENSG00000121753.12,1031,3417,3888
ENSG00000266580.1,0,0,1
ENSG00000134668.12,182,8,87
ENSG00000269967.1,1,1,0
ENSG00000184007.22,3593,3567,6265
ENSG00000228634.1,1,1,0
ENSG00000284702.1,2,0,0
ENSG00000121774.18,4695,3915,4671
ENSG00000203325.3,1,5,5
ENSG00000121775.18,239,200,241
ENSG00000025800.14,1750,2188,3700
ENSG00000084652.16,1268,1754,2292
ENSG00000160050.15,272,335,509
ENSG00000224066.1,4,5,5
ENSG00000160051.12,54,63,41
ENSG00000222046.2,4,11,4
ENSG00000160055.20,146,180,239
ENSG00000084623.11,2775,1719,2978
ENSG00000220785.7,46,98,101
ENSG00000183615.6,4,4,9
ENSG00000182866.17,7,3,1
ENSG00000116478.12,1582,902,1819
ENSG00000175130.7,7910,7598,9165
ENSG00000162526.7,3,14,7
ENSG00000225828.1,43,128,44
ENSG00000160058.19,1252,1737,1759
ENSG00000263529.2,0,0,2
ENSG00000273274.2,54,218,279
ENSG00000160062.15,175,378,621
ENSG00000176261.15,429,272,391
ENSG00000200591.1,0,1,5
ENSG00000162521.19,2352,2949,2991
ENSG00000162520.15,15,158,255
ENSG00000162522.11,500,2540,1585
ENSG00000134684.11,2344,2278,3653
ENSG00000116497.18,411,722,930
ENSG00000160097.19,63,461,523
ENSG00000121905.10,4,1,4
ENSG00000121900.19,53,35,51
ENSG00000287691.1,0,3,1
ENSG00000116514.16,313,385,615
ENSG00000278966.2,1,0,0
ENSG00000239670.1,3,0,1
ENSG00000004455.17,1722,1550,2343
ENSG00000276645.1,1,0,0
ENSG00000142920.17,42,135,121
ENSG00000278997.1,0,1,4
ENSG00000116525.14,94,285,406
ENSG00000279179.1,2,9,16
ENSG00000160094.15,662,1454,2412
ENSG00000270115.1,6,4,4
ENSG00000184389.9,0,0,4
ENSG00000225313.5,42,74,47
ENSG00000134686.18,1917,2222,2037
ENSG00000284154.1,0,3,1
ENSG00000222112.1,5,13,8
ENSG00000233246.1,1,2,0
ENSG00000121903.14,51,97,166
ENSG00000235907.2,0,0,2
ENSG00000121904.17,12,149,257
ENSG00000163866.9,822,562,798
ENSG00000189280.3,5,0,2
ENSG00000189433.7,0,0,1
ENSG00000188910.8,4,0,8
ENSG00000187513.9,1415,13,1
ENSG00000116544.12,12,50,34
ENSG00000284773.1,2,43,6
ENSG00000241014.2,3,21,11
ENSG00000163867.17,148,270,220
ENSG00000197056.11,173,197,293
ENSG00000228348.1,0,1,1
ENSG00000284640.1,4,9,14
ENSG00000116560.11,7472,8149,7297
ENSG00000146463.12,1185,1377,2331
ENSG00000229994.1,4,18,15
ENSG00000227409.1,0,0,2
ENSG00000142687.18,1026,1704,2544
ENSG00000020129.16,857,922,1503
ENSG00000239636.1,1,0,3
ENSG00000116819.8,4,9,11
ENSG00000126067.12,2475,1960,2611
ENSG00000142686.8,73,246,290
ENSG00000092853.14,471,183,959
ENSG00000134698.11,590,935,1224
ENSG00000092847.13,681,1553,2703
ENSG00000286899.1,1,0,0
ENSG00000126070.20,377,668,759
ENSG00000271554.1,3,1,1
ENSG00000232862.5,0,5,0
ENSG00000092850.12,13,16,18
ENSG00000116863.11,494,454,526
ENSG00000171812.13,8,86,141
ENSG00000054116.12,809,727,940
ENSG00000116871.15,4047,3708,8819
ENSG00000054118.15,2989,2785,4717
ENSG00000231849.1,0,0,1
ENSG00000214193.11,135,232,369
ENSG00000286379.1,3,17,7
ENSG00000196182.11,1710,1626,3072
ENSG00000181817.6,440,365,531
ENSG00000116885.18,112,104,134
ENSG00000116898.12,1206,605,1164
ENSG00000119535.18,15,42,5
ENSG00000163873.10,10,0,6
ENSG00000284650.1,1,0,0
ENSG00000233621.2,12,39,27
ENSG00000163874.11,207,162,119
ENSG00000163875.16,832,673,865
ENSG00000263675.1,5,9,2
ENSG00000163877.11,355,290,383
ENSG00000232273.1,6,0,0
ENSG00000237749.4,1,0,4
ENSG00000163879.11,228,217,310
ENSG00000134697.13,1473,910,1566
ENSG00000284748.1,0,5,0
