gene_id,rep3_d_13,rep3_d_20,rep3_d_30
ENSG00000237429.1,32,5,7
ENSG00000126705.15,2071,1039,1621
ENSG00000000938.13,1,0,0
ENSG00000235912.1,24,45,9
ENSG00000233975.1,2,0,0
ENSG00000126709.15,374,293,541
ENSG00000225886.3,3,0,0
ENSG00000009780.16,197,66,157
ENSG00000231344.1,1,0,0
ENSG00000117758.14,655,613,494
ENSG00000269971.1,0,0,2
ENSG00000270031.1,1,1,0
ENSG00000117751.18,1034,617,461
ENSG00000252947.1,0,1,0
ENSG00000130775.16,59,6,7
ENSG00000117748.10,894,432,411
ENSG00000130768.15,67,57,136
ENSG00000227050.1,0,0,1
ENSG00000158156.9,291,256,270
ENSG00000158161.16,440,364,805
ENSG00000238231.2,1,0,1
ENSG00000240750.3,1,1,2
ENSG00000228589.3,53,261,23
ENSG00000253005.1,7,0,0
ENSG00000169403.12,7,2,1
ENSG00000126698.11,1920,1699,1117
ENSG00000130770.18,1914,1081,1757
ENSG00000270605.1,52,29,51
ENSG00000271398.1,2,2,6
ENSG00000130766.5,487,758,345
ENSG00000130772.14,279,215,206
ENSG00000204138.13,1265,1274,861
ENSG00000206779.1,1,0,0
ENSG00000229820.2,0,3,0
ENSG00000180198.16,941,267,250
ENSG00000242125.3,492,224,129
ENSG00000200087.1,12,4,0
ENSG00000231468.2,3,1,2
ENSG00000279443.1,16,8,5
ENSG00000180098.9,505,238,173
ENSG00000197989.14,178,89,22
ENSG00000221539.1,2,0,1
ENSG00000120656.12,433,338,190
ENSG00000188060.7,108,68,49
ENSG00000229388.1,3,4,1
ENSG00000162419.12,371,237,259
ENSG00000198492.16,2058,1626,1042
ENSG00000116329.11,94,3,4
ENSG00000159023.21,2268,423,481
ENSG00000225616.2,1,0,0
ENSG00000253304.2,714,78,30
ENSG00000225750.1,0,0,2
ENSG00000116350.17,2335,919,982
ENSG00000116353.16,559,291,298
ENSG00000237934.1,2,0,1
ENSG00000060656.20,1301,788,301
ENSG00000230523.1,0,2,0
ENSG00000233399.2,1,0,0
ENSG00000162510.6,9,2,1
ENSG00000186056.10,29,15,3
ENSG00000162511.8,14,3,1
ENSG00000223382.5,0,24,21
ENSG00000162512.16,3119,2786,3465
ENSG00000266210.2,5,0,0
ENSG00000134644.16,2777,2075,2280
ENSG00000225142.2,1,0,0
ENSG00000084628.10,387,46,17
ENSG00000060688.13,820,309,241
ENSG00000229447.2,6,1,5
ENSG00000121766.16,665,461,314
ENSG00000229044.1,0,0,3
ENSG00000121769.8,1769,5169,8603
ENSG00000168528.12,305,263,115
ENSG00000284543.1,6,15,0
ENSG00000229167.2,1,7,1
ENSG00000142910.16,219,5633,459
ENSG00000121764.11,8,10,0
ENSG00000162517.13,1010,891,565
ENSG00000235790.7,19,20,15
ENSG00000264078.1,3,0,0
ENSG00000084636.18,358,733,869
ENSG00000121753.12,1559,2577,4063
ENSG00000266580.1,0,0,1
ENSG00000254545.1,0,1,0
ENSG00000134668.12,149,44,11
ENSG00000269967.1,1,0,0
ENSG00000184007.22,4106,4140,3507
ENSG00000228634.1,4,0,2
ENSG00000121774.18,7266,3277,2722
ENSG00000203325.3,2,2,3
ENSG00000121775.18,461,125,106
ENSG00000266203.1,0,0,7
ENSG00000276493.1,1,0,0
ENSG00000025800.14,1645,2484,2378
ENSG00000084652.16,1388,1082,787
ENSG00000160050.15,379,288,292
ENSG00000224066.1,9,1,2
ENSG00000160051.12,130,33,30
ENSG00000222046.2,23,6,31
ENSG00000160055.20,153,207,154
ENSG00000084623.11,2540,2310,1809
ENSG00000220785.7,228,15,33
ENSG00000183615.6,46,5,1
ENSG00000182866.17,3,1,0
ENSG00000116478.12,2130,849,817
ENSG00000175130.7,11435,5527,2928
ENSG00000233775.1,4,0,3
ENSG00000162526.7,16,5,5
ENSG00000225828.1,128,57,55
ENSG00000160058.19,1809,1528,853
ENSG00000224333.1,2,0,0
ENSG00000273274.2,114,81,68
ENSG00000160062.15,355,118,108
ENSG00000176261.15,360,363,216
ENSG00000200591.1,2,0,1
ENSG00000162521.19,3868,2512,1896
ENSG00000162520.15,19,72,114
ENSG00000162522.11,1290,1052,588
ENSG00000134684.11,1846,1941,1741
ENSG00000116497.18,679,378,558
ENSG00000160097.19,196,77,357
ENSG00000121905.10,12,1,4
ENSG00000121900.19,98,27,33
ENSG00000287691.1,1,0,0
ENSG00000116514.16,369,312,316
ENSG00000278966.2,2,0,7
ENSG00000217644.5,0,1,2
ENSG00000239670.1,4,0,3
ENSG00000236065.2,2,0,1
ENSG00000004455.17,1876,1535,1213
ENSG00000276645.1,4,0,0
ENSG00000142920.17,136,61,76
ENSG00000278997.1,18,0,1
ENSG00000116525.14,307,173,40
ENSG00000279179.1,13,8,3
ENSG00000160094.15,1222,1032,1108
ENSG00000270115.1,7,6,6
ENSG00000184389.9,1,2,0
ENSG00000225313.5,65,21,58
ENSG00000134686.18,2814,1749,862
ENSG00000284154.1,5,0,0
ENSG00000222112.1,7,4,11
ENSG00000233246.1,13,0,2
ENSG00000121903.14,145,45,127
ENSG00000235907.2,1,0,0
ENSG00000121904.17,120,15,14
ENSG00000176256.10,1,0,0
ENSG00000163866.9,505,606,405
ENSG00000189280.3,4,0,0
ENSG00000188910.8,1,0,0
ENSG00000187513.9,146,4,4
ENSG00000116544.12,40,3,11
ENSG00000284773.1,22,8,2
ENSG00000241014.2,16,2,2
ENSG00000243749.1,3,0,0
ENSG00000163867.17,164,172,122
ENSG00000197056.11,241,94,178
ENSG00000233940.1,1,0,0
ENSG00000284640.1,2,3,1
ENSG00000116560.11,11892,4190,4034
ENSG00000146463.12,1517,1045,1786
ENSG00000229994.1,9,40,17
ENSG00000227409.1,0,0,5
ENSG00000142687.18,1817,1663,1962
ENSG00000020129.16,902,968,732
ENSG00000239636.1,7,1,1
ENSG00000116819.8,17,4,12
ENSG00000126067.12,2161,1665,1141
ENSG00000142686.8,142,203,125
ENSG00000092853.14,598,233,346
ENSG00000134698.11,1249,720,1107
ENSG00000092847.13,1596,1126,1233
ENSG00000286899.1,7,1,1
ENSG00000126070.20,651,371,596
ENSG00000271554.1,3,0,0
ENSG00000232862.5,3,0,0
ENSG00000092850.12,201,1,9
ENSG00000116863.11,544,389,251
ENSG00000171812.13,47,8,8
ENSG00000054116.12,714,672,506
ENSG00000116871.15,3770,4474,4904
ENSG00000054118.15,3702,2628,3038
